,Unnamed: 0,Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
2009532,4127281,1715698800,2024-05-14 15:00:00+00:00,ETH-USD,2892.63,2893.49,2890.55,2892.17,64.94534924
2009592,4127341,1715702400,2024-05-14 16:00:00+00:00,ETH-USD,2897.31,2897.46,2894.15,2894.53,18.0702937
2009652,4127401,1715706000,2024-05-14 17:00:00+00:00,ETH-USD,2891.6,2891.71,2888.46,2888.75,41.06920288
2009712,4127461,1715709600,2024-05-14 18:00:00+00:00,ETH-USD,2874.18,2874.18,2869.69,2869.98,20.25076905
2009772,4127521,1715713200,2024-05-14 19:00:00+00:00,ETH-USD,2884.98,2886.91,2884.98,2885.78,18.42023761
2009832,4127581,1715716800,2024-05-14 20:00:00+00:00,ETH-USD,2892.06,2893.6,2890.08,2893.17,40.88743258
2009892,4127641,1715720400,2024-05-14 21:00:00+00:00,ETH-USD,2890.91,2891.08,2890.49,2890.87,6.17391585
2009952,4127701,1715724000,2024-05-14 22:00:00+00:00,ETH-USD,2894.22,2895.2,2891.7,2894.15,38.12227379
2010012,4127761,1715727600,2024-05-14 23:00:00+00:00,ETH-USD,2888.01,2888.35,2887.36,2887.52,37.83757978
2010072,4127821,1715731200,2024-05-15 00:00:00+00:00,ETH-USD,2880.39,2883.75,2880.38,2883.05,99.90848316
2010132,4127881,1715734800,2024-05-15 01:00:00+00:00,ETH-USD,2868.2,2868.92,2867.23,2868.45,91.39826529
2010192,4127941,1715738400,2024-05-15 02:00:00+00:00,ETH-USD,2884.53,2886.46,2884.24,2884.37,33.76088061
2010252,4128001,1715742000,2024-05-15 03:00:00+00:00,ETH-USD,2886.95,2889.45,2886.94,2888.92,15.99195381
2010312,4128061,1715745600,2024-05-15 04:00:00+00:00,ETH-USD,2901.28,2903.07,2900.62,2901.06,43.22167828
2010372,4128121,1715749200,2024-05-15 05:00:00+00:00,ETH-USD,2902.68,2902.91,2902.65,2902.65,2.62740141
2010432,4128181,1715752800,2024-05-15 06:00:00+00:00,ETH-USD,2906.22,2907.16,2905.94,2907.13,19.89602161
2010492,4128241,1715756400,2024-05-15 07:00:00+00:00,ETH-USD,2905.46,2906.24,2904.77,2906.1,25.10061337
2010552,4128301,1715760000,2024-05-15 08:00:00+00:00,ETH-USD,2915.37,2917.19,2915.37,2916.67,9.35053845
2010612,4128361,1715763600,2024-05-15 09:00:00+00:00,ETH-USD,2904.44,2905.61,2904.31,2905.59,12.40409729
2010672,4128421,1715767200,2024-05-15 10:00:00+00:00,ETH-USD,2920.34,2922.65,2920.28,2921.83,124.39503904
2010732,4128481,1715770800,2024-05-15 11:00:00+00:00,ETH-USD,2907.68,2908.22,2906.87,2906.96,14.10062221
2010792,4128541,1715774400,2024-05-15 12:00:00+00:00,ETH-USD,2898.91,2899.31,2897.14,2897.86,18.62093728
2010852,4128601,1715778000,2024-05-15 13:00:00+00:00,ETH-USD,2946.61,2948.85,2944.18,2946.2,120.93954648
2010912,4128661,1715781600,2024-05-15 14:00:00+00:00,ETH-USD,2950.31,2952.6,2949.69,2950.71,93.66341015
2010972,4128721,1715785200,2024-05-15 15:00:00+00:00,ETH-USD,2976.13,2979.43,2974.91,2975.19,201.9059197
2011032,4128781,1715788800,2024-05-15 16:00:00+00:00,ETH-USD,2976.77,2979.91,2976.39,2977.19,50.26830704
2011092,4128841,1715792400,2024-05-15 17:00:00+00:00,ETH-USD,2974.81,2976.95,2974.81,2975.55,32.63721747
2011152,4128901,1715796000,2024-05-15 18:00:00+00:00,ETH-USD,2984.43,2986.05,2983.39,2985.93,29.43280784
2011212,4128961,1715799600,2024-05-15 19:00:00+00:00,ETH-USD,3005.54,3009.25,3004.13,3008.06,113.46558032
2011272,4129021,1715803200,2024-05-15 20:00:00+00:00,ETH-USD,3026.32,3033.72,3025.5,3026.56,430.34330678
2011332,4129081,1715806800,2024-05-15 21:00:00+00:00,ETH-USD,3023.22,3024.73,3023.22,3024.63,34.14570997
2011392,4129141,1715810400,2024-05-15 22:00:00+00:00,ETH-USD,3014.99,3018.58,3014.36,3015.5,32.34598466
2011452,4129201,1715814000,2024-05-15 23:00:00+00:00,ETH-USD,3014.35,3018.0,3014.19,3017.82,54.05995144
2011512,4129261,1715817600,2024-05-16 00:00:00+00:00,ETH-USD,3033.23,3036.38,3032.15,3033.51,120.39758963
2011572,4129321,1715821200,2024-05-16 01:00:00+00:00,ETH-USD,3021.9,3022.86,3019.93,3022.66,128.88454316
2011632,4129381,1715824800,2024-05-16 02:00:00+00:00,ETH-USD,3015.38,3017.4,3014.79,3015.8,92.44422721
2011692,4129441,1715828400,2024-05-16 03:00:00+00:00,ETH-USD,3004.12,3006.13,3003.53,3006.12,40.76337043
2011752,4129501,1715832000,2024-05-16 04:00:00+00:00,ETH-USD,3013.95,3013.95,3012.18,3012.82,71.20012213
2011812,4129561,1715835600,2024-05-16 05:00:00+00:00,ETH-USD,3008.74,3008.84,3008.24,3008.73,12.49208266
2011872,4129621,1715839200,2024-05-16 06:00:00+00:00,ETH-USD,3007.03,3007.03,3006.15,3006.38,15.83897539
2011932,4129681,1715842800,2024-05-16 07:00:00+00:00,ETH-USD,3016.08,3016.95,3015.9,3016.55,7.52110287
2011992,4129741,1715846400,2024-05-16 08:00:00+00:00,ETH-USD,3016.49,3017.04,3015.5,3015.5,32.58590177
2012052,4129801,1715850000,2024-05-16 09:00:00+00:00,ETH-USD,3009.57,3009.97,3009.37,3009.57,15.95739914
2012112,4129861,1715853600,2024-05-16 10:00:00+00:00,ETH-USD,3009.81,3010.2,3009.02,3009.39,18.80680305
2012172,4129921,1715857200,2024-05-16 11:00:00+00:00,ETH-USD,2998.34,2999.78,2997.89,2999.78,66.42335664
2012232,4129981,1715860800,2024-05-16 12:00:00+00:00,ETH-USD,3007.34,3007.48,3004.57,3006.84,80.91254168
2012292,4130041,1715864400,2024-05-16 13:00:00+00:00,ETH-USD,2981.18,2983.32,2977.33,2978.37,68.55999240000001
2012352,4130101,1715868000,2024-05-16 14:00:00+00:00,ETH-USD,2984.15,2984.22,2980.64,2981.59,66.18322995
2012412,4130161,1715871600,2024-05-16 15:00:00+00:00,ETH-USD,2943.09,2945.61,2941.71,2944.83,292.05745448
2012472,4130221,1715875200,2024-05-16 16:00:00+00:00,ETH-USD,2957.24,2957.24,2955.0,2956.72,50.49155379
2012532,4130281,1715878800,2024-05-16 17:00:00+00:00,ETH-USD,2946.9,2948.5,2944.02,2945.92,111.60905994
2012592,4130341,1715882400,2024-05-16 18:00:00+00:00,ETH-USD,2947.07,2948.8,2946.24,2948.3,72.80270323
2012652,4130401,1715886000,2024-05-16 19:00:00+00:00,ETH-USD,2948.87,2949.07,2946.61,2946.92,51.3058205
2012712,4130461,1715889600,2024-05-16 20:00:00+00:00,ETH-USD,2944.3,2946.01,2943.68,2944.71,56.31437498
2012772,4130521,1715893200,2024-05-16 21:00:00+00:00,ETH-USD,2938.09,2940.04,2938.09,2938.99,34.67548665
2012832,4130581,1715896800,2024-05-16 22:00:00+00:00,ETH-USD,2941.2,2941.26,2939.45,2939.73,16.87991766
2012892,4130641,1715900400,2024-05-16 23:00:00+00:00,ETH-USD,2939.79,2939.9,2938.1,2938.19,12.48969016
2012952,4130701,1715904000,2024-05-17 00:00:00+00:00,ETH-USD,2944.86,2945.75,2944.73,2944.78,7.95709093
2013012,4130761,1715907600,2024-05-17 01:00:00+00:00,ETH-USD,2953.13,2953.56,2949.23,2949.55,71.15580602
2013072,4130821,1715911200,2024-05-17 02:00:00+00:00,ETH-USD,2945.79,2947.45,2945.79,2946.77,14.86213817
2013132,4130881,1715914800,2024-05-17 03:00:00+00:00,ETH-USD,2950.81,2951.74,2949.8,2950.07,12.18609901
2013192,4130941,1715918400,2024-05-17 04:00:00+00:00,ETH-USD,2950.65,2951.51,2950.25,2950.3,12.08488956
2013252,4131001,1715922000,2024-05-17 05:00:00+00:00,ETH-USD,2945.99,2946.6,2945.56,2946.38,13.25194162
2013312,4131061,1715925600,2024-05-17 06:00:00+00:00,ETH-USD,2947.56,2947.86,2945.67,2945.71,6.76739648
2013372,4131121,1715929200,2024-05-17 07:00:00+00:00,ETH-USD,2960.72,2964.0,2960.72,2963.24,21.44776539
2013432,4131181,1715932800,2024-05-17 08:00:00+00:00,ETH-USD,3025.2,3027.78,3025.19,3026.82,158.75970323
2013492,4131241,1715936400,2024-05-17 09:00:00+00:00,ETH-USD,3028.62,3028.86,3026.48,3027.38,16.82082103
2013552,4131301,1715940000,2024-05-17 10:00:00+00:00,ETH-USD,3028.49,3029.55,3028.32,3029.04,12.48221973
2013612,4131361,1715943600,2024-05-17 11:00:00+00:00,ETH-USD,3037.48,3037.48,3035.83,3037.07,16.83721594
2013672,4131421,1715947200,2024-05-17 12:00:00+00:00,ETH-USD,3030.73,3032.2,3030.03,3032.2,6.1852545
2013732,4131481,1715950800,2024-05-17 13:00:00+00:00,ETH-USD,3080.02,3081.71,3080.02,3081.13,74.51499027
2013792,4131541,1715954400,2024-05-17 14:00:00+00:00,ETH-USD,3060.97,3061.84,3057.9,3059.51,26.14216094
2013852,4131601,1715958000,2024-05-17 15:00:00+00:00,ETH-USD,3093.09,3093.49,3086.42,3087.89,204.18419089
2013912,4131661,1715961600,2024-05-17 16:00:00+00:00,ETH-USD,3113.39,3117.13,3113.39,3117.12,57.00718641
2013972,4131721,1715965200,2024-05-17 17:00:00+00:00,ETH-USD,3097.57,3098.09,3095.1,3098.09,83.14329835
2014032,4131781,1715968800,2024-05-17 18:00:00+00:00,ETH-USD,3086.9,3087.22,3085.84,3086.86,50.80268071
2014092,4131841,1715972400,2024-05-17 19:00:00+00:00,ETH-USD,3088.16,3088.29,3086.28,3086.71,137.45233134
2014152,4131901,1715976000,2024-05-17 20:00:00+00:00,ETH-USD,3086.2,3086.58,3081.92,3082.79,57.73622394
2014212,4131961,1715979600,2024-05-17 21:00:00+00:00,ETH-USD,3090.16,3092.26,3090.12,3092.21,52.20661336
2014272,4132021,1715983200,2024-05-17 22:00:00+00:00,ETH-USD,3087.42,3087.64,3086.82,3086.82,21.62310054
2014332,4132081,1715986800,2024-05-17 23:00:00+00:00,ETH-USD,3091.79,3091.79,3089.03,3089.03,16.83470736
2014392,4132141,1715990400,2024-05-18 00:00:00+00:00,ETH-USD,3093.2,3093.97,3088.76,3089.25,117.95377626
2014452,4132201,1715994000,2024-05-18 01:00:00+00:00,ETH-USD,3097.76,3097.87,3094.42,3095.42,12.90800541
2014512,4132261,1715997600,2024-05-18 02:00:00+00:00,ETH-USD,3108.71,3108.71,3106.31,3107.51,53.98848505
2014572,4132321,1716001200,2024-05-18 03:00:00+00:00,ETH-USD,3100.01,3103.83,3099.66,3103.62,72.37653307
2014632,4132381,1716004800,2024-05-18 04:00:00+00:00,ETH-USD,3115.0,3118.62,3115.0,3118.54,24.07865094
2014692,4132441,1716008400,2024-05-18 05:00:00+00:00,ETH-USD,3102.95,3103.48,3101.36,3102.36,12.417262699999998
2014752,4132501,1716012000,2024-05-18 06:00:00+00:00,ETH-USD,3098.67,3099.72,3097.79,3099.7,18.47521683
2014812,4132561,1716015600,2024-05-18 07:00:00+00:00,ETH-USD,3100.28,3100.56,3098.88,3100.56,39.68126336
2014872,4132621,1716019200,2024-05-18 08:00:00+00:00,ETH-USD,3102.98,3103.88,3102.16,3102.17,11.31363689
2014932,4132681,1716022800,2024-05-18 09:00:00+00:00,ETH-USD,3118.26,3119.53,3116.53,3119.37,35.6294245
2014992,4132741,1716026400,2024-05-18 10:00:00+00:00,ETH-USD,3127.8,3128.28,3123.29,3123.29,80.51660615
2015052,4132801,1716030000,2024-05-18 11:00:00+00:00,ETH-USD,3138.38,3139.18,3135.8,3137.56,20.45544798
2015112,4132861,1716033600,2024-05-18 12:00:00+00:00,ETH-USD,3135.5,3136.55,3135.42,3136.24,12.32154529
2015172,4132921,1716037200,2024-05-18 13:00:00+00:00,ETH-USD,3119.13,3121.66,3118.78,3118.78,31.86377516
2015232,4132981,1716040800,2024-05-18 14:00:00+00:00,ETH-USD,3109.16,3109.16,3106.62,3107.99,68.41144966
2015292,4133041,1716044400,2024-05-18 15:00:00+00:00,ETH-USD,3106.44,3107.8,3106.33,3106.33,7.79370864
2015352,4133101,1716048000,2024-05-18 16:00:00+00:00,ETH-USD,3111.69,3113.07,3111.48,3112.14,10.9860462
2015412,4133161,1716051600,2024-05-18 17:00:00+00:00,ETH-USD,3112.29,3113.96,3111.66,3113.62,15.81447848
2015472,4133221,1716055200,2024-05-18 18:00:00+00:00,ETH-USD,3114.89,3114.95,3113.33,3114.44,26.92840232
2015532,4133281,1716058800,2024-05-18 19:00:00+00:00,ETH-USD,3113.45,3113.95,3112.83,3113.95,9.75818341
2015592,4133341,1716062400,2024-05-18 20:00:00+00:00,ETH-USD,3120.32,3120.32,3117.2,3117.77,11.6421848
2015652,4133401,1716066000,2024-05-18 21:00:00+00:00,ETH-USD,3120.4,3120.73,3120.13,3120.48,8.87053349
2015712,4133461,1716069600,2024-05-18 22:00:00+00:00,ETH-USD,3116.94,3116.99,3114.79,3114.96,22.77191472
2015772,4133521,1716073200,2024-05-18 23:00:00+00:00,ETH-USD,3118.91,3119.5,3118.64,3118.65,18.42075886
2015832,4133581,1716076800,2024-05-19 00:00:00+00:00,ETH-USD,3123.76,3126.07,3123.76,3126.05,22.71345203
2015892,4133641,1716080400,2024-05-19 01:00:00+00:00,ETH-USD,3113.83,3116.05,3113.83,3116.01,36.3248984
2015952,4133701,1716084000,2024-05-19 02:00:00+00:00,ETH-USD,3119.02,3120.24,3118.21,3119.53,23.96292316
2016012,4133761,1716087600,2024-05-19 03:00:00+00:00,ETH-USD,3133.75,3134.68,3133.0,3133.0,32.34949122
2016072,4133821,1716091200,2024-05-19 04:00:00+00:00,ETH-USD,3129.92,3131.1,3129.91,3130.41,4.91024667
2016132,4133881,1716094800,2024-05-19 05:00:00+00:00,ETH-USD,3123.46,3123.83,3122.69,3123.31,11.83948839
2016192,4133941,1716098400,2024-05-19 06:00:00+00:00,ETH-USD,3119.6,3119.6,3118.17,3118.34,6.70006651
2016252,4134001,1716102000,2024-05-19 07:00:00+00:00,ETH-USD,3111.12,3112.11,3109.07,3109.59,22.29502817
2016312,4134061,1716105600,2024-05-19 08:00:00+00:00,ETH-USD,3116.47,3117.18,3115.95,3116.34,15.329059400000002
2016372,4134121,1716109200,2024-05-19 09:00:00+00:00,ETH-USD,3107.85,3108.13,3107.03,3107.1,29.17677731
2016432,4134181,1716112800,2024-05-19 10:00:00+00:00,ETH-USD,3110.66,3112.35,3110.36,3112.35,14.51311514
2016492,4134241,1716116400,2024-05-19 11:00:00+00:00,ETH-USD,3105.39,3108.14,3103.7,3103.94,33.61956427
2016552,4134301,1716120000,2024-05-19 12:00:00+00:00,ETH-USD,3103.46,3103.72,3101.34,3101.5,30.2778911
2016612,4134361,1716123600,2024-05-19 13:00:00+00:00,ETH-USD,3078.29,3080.94,3077.54,3080.26,20.34753316
2016672,4134421,1716127200,2024-05-19 14:00:00+00:00,ETH-USD,3085.73,3086.16,3085.32,3085.55,8.00205266
2016732,4134481,1716130800,2024-05-19 15:00:00+00:00,ETH-USD,3079.57,3079.66,3077.57,3077.92,6.47704264
2016792,4134541,1716134400,2024-05-19 16:00:00+00:00,ETH-USD,3077.77,3078.02,3075.78,3076.85,7.84827089
2016852,4134601,1716138000,2024-05-19 17:00:00+00:00,ETH-USD,3062.86,3064.24,3062.69,3063.0,15.45991232
2016912,4134661,1716141600,2024-05-19 18:00:00+00:00,ETH-USD,3072.98,3073.25,3071.79,3072.85,12.33646719
2016972,4134721,1716145200,2024-05-19 19:00:00+00:00,ETH-USD,3072.09,3072.11,3071.17,3071.73,18.84100534
2017032,4134781,1716148800,2024-05-19 20:00:00+00:00,ETH-USD,3065.22,3067.45,3062.67,3066.98,31.08912722
2017092,4134841,1716152400,2024-05-19 21:00:00+00:00,ETH-USD,3074.84,3075.43,3073.88,3074.93,11.82864781
2017152,4134901,1716156000,2024-05-19 22:00:00+00:00,ETH-USD,3070.07,3072.8,3068.22,3068.32,243.41615255
2017212,4134961,1716159600,2024-05-19 23:00:00+00:00,ETH-USD,3076.52,3076.52,3075.0,3075.02,29.077905800000003
2017272,4135021,1716163200,2024-05-20 00:00:00+00:00,ETH-USD,3070.83,3071.59,3069.8,3070.8,24.28675886
2017332,4135081,1716166800,2024-05-20 01:00:00+00:00,ETH-USD,3079.56,3082.85,3077.16,3082.01,29.33275785
2017392,4135141,1716170400,2024-05-20 02:00:00+00:00,ETH-USD,3078.99,3079.15,3076.83,3077.69,38.30443116
2017452,4135201,1716174000,2024-05-20 03:00:00+00:00,ETH-USD,3092.1,3092.22,3090.76,3092.03,40.25037151
2017512,4135261,1716177600,2024-05-20 04:00:00+00:00,ETH-USD,3086.98,3087.22,3085.96,3086.26,9.15174194
2017572,4135321,1716181200,2024-05-20 05:00:00+00:00,ETH-USD,3123.16,3127.37,3122.61,3126.6,91.42698134
2017632,4135381,1716184800,2024-05-20 06:00:00+00:00,ETH-USD,3125.0,3125.84,3124.36,3124.72,16.192436999999998
2017692,4135441,1716188400,2024-05-20 07:00:00+00:00,ETH-USD,3074.75,3077.92,3069.62,3077.92,99.02135248
2017752,4135501,1716192000,2024-05-20 08:00:00+00:00,ETH-USD,3092.05,3096.03,3091.97,3096.03,4.8011284000000005
2017812,4135561,1716195600,2024-05-20 09:00:00+00:00,ETH-USD,3098.48,3100.94,3097.61,3100.94,32.09081708
2017872,4135621,1716199200,2024-05-20 10:00:00+00:00,ETH-USD,3097.17,3097.32,3093.47,3095.15,21.35787995
2017932,4135681,1716202800,2024-05-20 11:00:00+00:00,ETH-USD,3104.81,3105.27,3103.16,3104.41,26.28074386
2017992,4135741,1716206400,2024-05-20 12:00:00+00:00,ETH-USD,3094.8,3094.98,3093.42,3094.36,36.37994799
2018052,4135801,1716210000,2024-05-20 13:00:00+00:00,ETH-USD,3085.39,3087.44,3083.69,3087.44,22.58017972
2018112,4135861,1716213600,2024-05-20 14:00:00+00:00,ETH-USD,3095.07,3095.78,3091.87,3092.68,38.37191436
2018172,4135921,1716217200,2024-05-20 15:00:00+00:00,ETH-USD,3090.31,3090.88,3087.86,3088.31,26.57412378
2018232,4135981,1716220800,2024-05-20 16:00:00+00:00,ETH-USD,3119.19,3121.27,3118.99,3120.53,192.55488574
2018292,4136041,1716224400,2024-05-20 17:00:00+00:00,ETH-USD,3136.14,3138.9,3132.1,3132.57,141.11554009999998
2018352,4136101,1716228000,2024-05-20 18:00:00+00:00,ETH-USD,3145.12,3145.8,3142.09,3142.91,174.2691935
2018412,4136161,1716231600,2024-05-20 19:00:00+00:00,ETH-USD,3150.13,3151.67,3147.83,3148.6,113.23167938
2018472,4136221,1716235200,2024-05-20 20:00:00+00:00,ETH-USD,3440.38,3466.94,3440.11,3458.26,1514.37801891
2018532,4136281,1716238800,2024-05-20 21:00:00+00:00,ETH-USD,3502.06,3511.95,3500.43,3505.85,851.50504591
2018592,4136341,1716242400,2024-05-20 22:00:00+00:00,ETH-USD,3647.77,3652.03,3616.57,3632.11,1657.97890002
2018652,4136401,1716246000,2024-05-20 23:00:00+00:00,ETH-USD,3613.38,3615.41,3612.16,3614.73,365.32371311
2018712,4136461,1716249600,2024-05-21 00:00:00+00:00,ETH-USD,3661.51,3680.0,3661.34,3674.27,393.12354179
2018772,4136521,1716253200,2024-05-21 01:00:00+00:00,ETH-USD,3688.98,3689.87,3685.92,3689.87,385.80500154
2018832,4136581,1716256800,2024-05-21 02:00:00+00:00,ETH-USD,3686.98,3687.99,3685.27,3687.78,50.68587516
2018892,4136641,1716260400,2024-05-21 03:00:00+00:00,ETH-USD,3674.4,3676.2,3673.55,3676.2,73.20125189
2018952,4136701,1716264000,2024-05-21 04:00:00+00:00,ETH-USD,3695.15,3700.1,3695.14,3697.54,128.45198503
2019012,4136761,1716267600,2024-05-21 05:00:00+00:00,ETH-USD,3658.54,3659.17,3655.02,3656.69,79.33740429999999
2019072,4136821,1716271200,2024-05-21 06:00:00+00:00,ETH-USD,3645.95,3646.79,3644.13,3644.3,41.06016699
2019132,4136881,1716274800,2024-05-21 07:00:00+00:00,ETH-USD,3668.97,3669.89,3665.61,3668.78,66.17194834
2019192,4136941,1716278400,2024-05-21 08:00:00+00:00,ETH-USD,3659.92,3659.98,3656.97,3658.28,61.9963746
2019252,4137001,1716282000,2024-05-21 09:00:00+00:00,ETH-USD,3656.65,3659.85,3656.53,3659.36,117.06069316
2019312,4137061,1716285600,2024-05-21 10:00:00+00:00,ETH-USD,3680.18,3681.97,3678.72,3680.02,38.55847559
2019372,4137121,1716289200,2024-05-21 11:00:00+00:00,ETH-USD,3715.51,3716.12,3710.16,3710.77,109.26642899
2019432,4137181,1716292800,2024-05-21 12:00:00+00:00,ETH-USD,3777.09,3782.17,3774.63,3775.52,144.20389322
2019492,4137241,1716296400,2024-05-21 13:00:00+00:00,ETH-USD,3792.67,3794.58,3787.26,3791.13,339.8796317
2019552,4137301,1716300000,2024-05-21 14:00:00+00:00,ETH-USD,3767.92,3775.13,3767.73,3771.53,280.19482987
2019612,4137361,1716303600,2024-05-21 15:00:00+00:00,ETH-USD,3774.4,3778.98,3772.71,3777.63,172.23481316
2019672,4137421,1716307200,2024-05-21 16:00:00+00:00,ETH-USD,3775.24,3775.58,3770.19,3770.77,129.05550103
2019732,4137481,1716310800,2024-05-21 17:00:00+00:00,ETH-USD,3771.26,3775.94,3769.81,3773.06,128.07787728
2019792,4137541,1716314400,2024-05-21 18:00:00+00:00,ETH-USD,3746.48,3749.46,3742.58,3748.85,81.99710597
2019852,4137601,1716318000,2024-05-21 19:00:00+00:00,ETH-USD,3729.08,3729.55,3726.65,3728.35,51.38662964
2019912,4137661,1716321600,2024-05-21 20:00:00+00:00,ETH-USD,3710.87,3711.56,3707.82,3710.74,203.70707808
2019972,4137721,1716325200,2024-05-21 21:00:00+00:00,ETH-USD,3745.98,3746.49,3744.96,3746.29,98.4624603
2020032,4137781,1716328800,2024-05-21 22:00:00+00:00,ETH-USD,3748.55,3754.18,3747.91,3752.65,118.37579732
2020092,4137841,1716332400,2024-05-21 23:00:00+00:00,ETH-USD,3813.31,3816.08,3808.07,3808.52,271.99175352
2020152,4137901,1716336000,2024-05-22 00:00:00+00:00,ETH-USD,3789.41,3792.14,3788.24,3792.14,49.70531268
2020212,4137961,1716339600,2024-05-22 01:00:00+00:00,ETH-USD,3781.42,3781.99,3774.74,3779.1,71.91262667
2020272,4138021,1716343200,2024-05-22 02:00:00+00:00,ETH-USD,3788.08,3790.13,3787.78,3789.16,51.48964966
2020332,4138081,1716346800,2024-05-22 03:00:00+00:00,ETH-USD,3792.53,3794.77,3790.8,3794.61,15.32292473
2020392,4138141,1716350400,2024-05-22 04:00:00+00:00,ETH-USD,3792.53,3794.61,3792.15,3792.72,44.64029869
2020452,4138201,1716354000,2024-05-22 05:00:00+00:00,ETH-USD,3748.81,3752.42,3748.14,3749.97,38.31927932
2020512,4138261,1716357600,2024-05-22 06:00:00+00:00,ETH-USD,3758.07,3758.96,3755.7,3757.51,51.866514
2020572,4138321,1716361200,2024-05-22 07:00:00+00:00,ETH-USD,3764.9,3765.62,3763.66,3763.7,7.78602543
2020632,4138381,1716364800,2024-05-22 08:00:00+00:00,ETH-USD,3746.66,3746.82,3742.63,3743.22,52.41823986
2020692,4138441,1716368400,2024-05-22 09:00:00+00:00,ETH-USD,3766.37,3768.05,3764.63,3764.63,21.90899797
2020752,4138501,1716372000,2024-05-22 10:00:00+00:00,ETH-USD,3731.44,3731.98,3724.36,3726.18,115.38444477
2020812,4138561,1716375600,2024-05-22 11:00:00+00:00,ETH-USD,3739.42,3742.01,3737.34,3738.43,66.98174727
2020872,4138621,1716379200,2024-05-22 12:00:00+00:00,ETH-USD,3689.7,3692.63,3682.14,3692.57,381.36978692
2020932,4138681,1716382800,2024-05-22 13:00:00+00:00,ETH-USD,3666.27,3677.31,3665.55,3677.31,146.18424902
2020992,4138741,1716386400,2024-05-22 14:00:00+00:00,ETH-USD,3695.17,3702.31,3689.33,3690.25,548.46758024
2021052,4138801,1716390000,2024-05-22 15:00:00+00:00,ETH-USD,3743.67,3744.95,3738.11,3740.3,133.57103731
2021112,4138861,1716393600,2024-05-22 16:00:00+00:00,ETH-USD,3761.3,3766.96,3761.3,3763.04,118.24080173
2021172,4138921,1716397200,2024-05-22 17:00:00+00:00,ETH-USD,3761.53,3764.01,3759.65,3760.2,87.28641597
2021232,4138981,1716400800,2024-05-22 18:00:00+00:00,ETH-USD,3739.34,3740.55,3730.11,3739.55,149.43663498
2021292,4139041,1716404400,2024-05-22 19:00:00+00:00,ETH-USD,3733.26,3733.41,3731.63,3731.85,53.31841694
2021352,4139101,1716408000,2024-05-22 20:00:00+00:00,ETH-USD,3737.71,3743.55,3734.34,3739.28,272.43438843
2021412,4139161,1716411600,2024-05-22 21:00:00+00:00,ETH-USD,3748.44,3752.08,3747.51,3750.7,78.22495532
2021472,4139221,1716415200,2024-05-22 22:00:00+00:00,ETH-USD,3773.01,3778.7,3771.34,3776.1,119.20390275
2021532,4139281,1716418800,2024-05-22 23:00:00+00:00,ETH-USD,3744.28,3745.59,3742.28,3745.59,40.88953322
2021592,4139341,1716422400,2024-05-23 00:00:00+00:00,ETH-USD,3736.02,3739.8,3736.02,3737.52,28.02133929
2021652,4139401,1716426000,2024-05-23 01:00:00+00:00,ETH-USD,3758.58,3759.64,3755.61,3757.45,83.54978254
2021712,4139461,1716429600,2024-05-23 02:00:00+00:00,ETH-USD,3758.62,3758.62,3755.56,3757.55,30.16290373
2021772,4139521,1716433200,2024-05-23 03:00:00+00:00,ETH-USD,3767.79,3770.01,3766.59,3767.34,52.41358034
2021832,4139581,1716436800,2024-05-23 04:00:00+00:00,ETH-USD,3779.45,3783.01,3779.13,3780.11,45.07166922
2021892,4139641,1716440400,2024-05-23 05:00:00+00:00,ETH-USD,3788.47,3788.47,3785.28,3785.55,31.24223306
2021952,4139701,1716444000,2024-05-23 06:00:00+00:00,ETH-USD,3766.06,3766.38,3763.95,3765.06,17.93543055
2022012,4139761,1716447600,2024-05-23 07:00:00+00:00,ETH-USD,3788.14,3790.65,3786.88,3790.54,24.81707918
2022072,4139821,1716451200,2024-05-23 08:00:00+00:00,ETH-USD,3811.78,3812.51,3810.01,3810.25,34.83949921
2022132,4139881,1716454800,2024-05-23 09:00:00+00:00,ETH-USD,3810.74,3812.37,3809.04,3809.92,68.65111273
2022192,4139941,1716458400,2024-05-23 10:00:00+00:00,ETH-USD,3807.98,3808.6,3803.59,3803.68,61.79518532
2022252,4140001,1716462000,2024-05-23 11:00:00+00:00,ETH-USD,3827.14,3829.33,3826.74,3827.32,74.84098423
2022312,4140061,1716465600,2024-05-23 12:00:00+00:00,ETH-USD,3916.81,3920.12,3913.81,3915.29,271.89858499
2022372,4140121,1716469200,2024-05-23 13:00:00+00:00,ETH-USD,3864.67,3899.49,3862.81,3878.72,1229.49238874
2022432,4140181,1716472800,2024-05-23 14:00:00+00:00,ETH-USD,3780.17,3791.54,3777.96,3791.52,422.98875413
2022492,4140241,1716476400,2024-05-23 15:00:00+00:00,ETH-USD,3761.82,3775.48,3756.1,3772.63,394.03549951
2022552,4140301,1716480000,2024-05-23 16:00:00+00:00,ETH-USD,3810.51,3817.4,3810.0,3814.26,95.12343534
2022612,4140361,1716483600,2024-05-23 17:00:00+00:00,ETH-USD,3794.65,3799.48,3793.22,3798.32,121.45473039
2022672,4140421,1716487200,2024-05-23 18:00:00+00:00,ETH-USD,3781.91,3785.5,3779.05,3783.21,116.06975226
2022732,4140481,1716490800,2024-05-23 19:00:00+00:00,ETH-USD,3772.87,3777.05,3769.24,3775.26,62.54406117
